itemId,title,viewItemURL,galleryURL,location,postalCode,paymentMethodlistingType,bestOfferEnabled,buyItNowAvailable,currentPrice,bidCount,sellingState,paymentMethod,listingType
304526182255,"Collectable Old Timer Schrade 1040T Folding Knife Double Steel Blade, USA",https://www.ebay.com/itm/Collectable-Old-Timer-Schrade-1040T-Folding-Knife-Double-Steel-Blade-USA-/304526182255,https://i.ebayimg.com/thumbs/images/g/Ta0AAOSwxj5ip9TM/s-l140.jpg,"Riverside,CA,USA",925**,,true,false,14.99,,,,FixedPrice
334472887339,(3) VINTAGE KNIVES - COLONIAL PROV USA - ANVIL USA - UNCLE HENRY SCHRADE USA,https://www.ebay.com/itm/3-VINTAGE-KNIVES-COLONIAL-PROV-USA-ANVIL-USA-UNCLE-HENRY-SCHRADE-USA-/334472887339,https://i.ebayimg.com/thumbs/images/g/zzQAAOSw4JJipx3k/s-l140.jpg,"Stuart,VA,USA",241**,,false,false,12.0,,,,Auction
284854628895,SOG “GUNNY” FOLDING KNIFE (GFL01-L ) W/DISPLAY BOX - TRIBUTE - SEKI JAPAN,https://www.ebay.com/itm/SOG-GUNNY-FOLDING-KNIFE-GFL01-L-W-DISPLAY-BOX-TRIBUTE-SEKI-JAPAN-/284854628895,https://i.ebayimg.com/thumbs/images/g/VYIAAOSwtSVip8el/s-l140.jpg,"Henderson,NV,USA",890**,,true,false,429.0,,,,FixedPrice
155036597058,SCHRADE USA Ducks Unlimited Small Game Muskrat Knife 77UH VINTAGE Two Clip Blade,https://www.ebay.com/itm/SCHRADE-USA-Ducks-Unlimited-Small-Game-Muskrat-Knife-77UH-VINTAGE-Two-Clip-Blade-/155036597058,https://i.ebayimg.com/thumbs/images/g/V0EAAOSwwC9h5Zjb/s-l140.jpg,"Asheboro,NC,USA",272**,,true,false,41.99,,,,Auction
354107438494,Vintage Schrade Uncle Henry LB 7 Knife with Leather Case USA,https://www.ebay.com/itm/Vintage-Schrade-Uncle-Henry-LB-7-Knife-Leather-Case-USA-/354107438494,https://i.ebayimg.com/thumbs/images/g/XlsAAOSwk0Bip77A/s-l140.jpg,"Bethel,CT,USA",068**,,false,false,25.0,,,,Auction
155036574371,SCHRADE OLD TIMER LOCKBACK FOLDING KNIFE 28OT WITH LEATHER SHEATH,https://www.ebay.com/itm/SCHRADE-OLD-TIMER-LOCKBACK-FOLDING-KNIFE-28OT-LEATHER-SHEATH-/155036574371,https://i.ebayimg.com/thumbs/images/g/MncAAOSw3Mhip7zX/s-l140.jpg,"Alexandria,MN,USA",563**,,false,false,17.0,,,,FixedPrice
225029326132,Vintage Schrade Old Timer 3OT 30T Lockback Folding Pocket Knife USA,https://www.ebay.com/itm/Vintage-Schrade-Old-Timer-3OT-30T-Lockback-Folding-Pocket-Knife-USA-/225029326132,https://i.ebayimg.com/thumbs/images/g/muQAAOSwAUJip7sz/s-l140.jpg,"Hawthorne,FL,USA",326**,,false,true,29.99,,,,AuctionWithBIN
275348505623,Schrade Pro Hunter ST6C liner lock pocket knife with black blade,https://www.ebay.com/itm/Schrade-Pro-Hunter-ST6C-liner-lock-pocket-knife-black-blade-/275348505623,https://i.ebayimg.com/thumbs/images/g/ksUAAOSw5hFiECm-/s-l140.jpg,"El Dorado Hills,CA,USA",957**,,true,false,9.99,,,,FixedPrice
275348505663,Schrade SCH210S Combo Edge Blade folding pocket knife w/ inlaid rubber handle,https://www.ebay.com/itm/Schrade-SCH210S-Combo-Edge-Blade-folding-pocket-knife-w-inlaid-rubber-handle-/275348505663,https://i.ebayimg.com/thumbs/images/g/gvEAAOSwXwtdMkIb/s-l140.jpg,"El Dorado Hills,CA,USA",957**,,true,false,10.95,,,,FixedPrice
275348505678,SCHRADE OPEN FRAME SMALL SCH222BK FRAMELOCK POCKET KNIFE,https://www.ebay.com/itm/SCHRADE-OPEN-FRAME-SMALL-SCH222BK-FRAMELOCK-POCKET-KNIFE-/275348505678,https://i.ebayimg.com/thumbs/images/g/RooAAOSwwptZzb6W/s-l140.jpg,"El Dorado Hills,CA,USA",957**,,true,false,10.25,,,,FixedPrice
284854536637,Schrade SCH001S pocket knife drop point combo edge blade liner lock black handle,https://www.ebay.com/itm/Schrade-SCH001S-pocket-knife-drop-point-combo-edge-blade-liner-lock-black-handle-/284854536637,https://i.ebayimg.com/thumbs/images/g/ExYAAOSw9oVds4SU/s-l140.jpg,"El Dorado Hills,CA,USA",957**,,true,false,10.95,,,,FixedPrice
384947704196,SOG Kiku XR LTE Folding Knife CTS-XHP Steel Carbon Fiber/G10 Handle 12-27-03-57,https://www.ebay.com/itm/SOG-Kiku-XR-LTE-Folding-Knife-CTS-XHP-Steel-Carbon-Fiber-G10-Handle-12-27-03-57-/384947704196,https://i.ebayimg.com/thumbs/images/g/wyoAAOSwQupip4sY/s-l140.jpg,"Roca,NE,USA",684**,,true,false,199.99,,,,FixedPrice
334473308917,Schrade Skoal USA SK194 Folding Trapper Knife Green Handle Liner Lock Excellent!,https://www.ebay.com/itm/Schrade-Skoal-USA-SK194-Folding-Trapper-Knife-Green-Handle-Liner-Lock-Excellent-/334473308917,https://i.ebayimg.com/thumbs/images/g/-~YAAOSwH5RinlqP/s-l140.jpg,"Neosho,MO,USA",648**,,false,true,39.99,,,,AuctionWithBIN
265735745965,Schrade 7-0T Old Timer Pocket Knife With Leather Sheath,https://www.ebay.com/itm/Schrade-7-0T-Old-Timer-Pocket-Knife-Leather-Sheath-/265735745965,https://i.ebayimg.com/thumbs/images/g/5jgAAOSw7Cpgv930/s-l140.jpg,"Selma,CA,USA",936**,,true,false,39.99,,,,Auction
363872024789,Marked Schrade USA LB7 Brass Wood SS Folding Locking Pocket Serial BB10013 Knife,https://www.ebay.com/itm/Marked-Schrade-USA-LB7-Brass-Wood-SS-Folding-Locking-Pocket-Serial-BB10013-Knife-/363872024789,https://i.ebayimg.com/thumbs/images/g/90QAAOSw0Vxip5Sk/s-l140.jpg,"Indianapolis,IN,USA",462**,,false,false,33.0,,,,Auction
354107230706,SOG Salute Mini Folding Knife,https://www.ebay.com/itm/SOG-Salute-Mini-Folding-Knife-/354107230706,https://i.ebayimg.com/thumbs/images/g/scsAAOSwKIlip5e6/s-l140.jpg,"Huntington Station,NY,USA",117**,,false,false,9.99,,,,Auction
325228801175,Vintage Schrade Old Timer USA 340T Stockman 3-Blade Folding Pocket Knife,https://www.ebay.com/itm/Vintage-Schrade-Old-Timer-USA-340T-Stockman-3-Blade-Folding-Pocket-Knife-/325228801175,https://i.ebayimg.com/thumbs/images/g/cUkAAOSwNhZip5dh/s-l140.jpg,"Dayton,OH,USA",454**,,true,false,18.99,,,,FixedPrice
265735732781,"SOG Cash Card - Money Clip Knife 2.75"" Stainless Steel",https://www.ebay.com/itm/SOG-Cash-Card-Money-Clip-Knife-2-75-Stainless-Steel-/265735732781,https://i.ebayimg.com/thumbs/images/g/ZkcAAOSwoIpip5VO/s-l140.jpg,"Deatsville,AL,USA",360**,,false,false,9.99,,,,Auction
255581032027,Schrade Old Timer folding knife-21450T and nylon case,https://www.ebay.com/itm/Schrade-Old-Timer-folding-knife-21450T-and-nylon-case-/255581032027,https://i.ebayimg.com/thumbs/images/g/loIAAOSwWRJip41g/s-l140.jpg,"Bloomington,IN,USA",474**,,true,false,29.95,,,,FixedPrice
284854412826,Schrade Old Timer 3OT Bearhead Lockback Knife,https://www.ebay.com/itm/Schrade-Old-Timer-3OT-Bearhead-Lockback-Knife-/284854412826,https://i.ebayimg.com/thumbs/images/g/mA0AAOSwP3Vip4s-/s-l140.jpg,"Eufaula,AL,USA",360**,,true,false,12.0,,,,FixedPrice
284854379841,"SOG Fusion Muscle Car Lockback Theme Knife 3-1/8""",https://www.ebay.com/itm/SOG-Fusion-Muscle-Car-Lockback-Theme-Knife-3-1-8-/284854379841,https://i.ebayimg.com/thumbs/images/g/8VcAAOSw9RJigplf/s-l140.jpg,"Evans,GA,USA",308**,,false,true,16.99,,,,AuctionWithBIN
175317611415,Shrade Timer X knife John Mccain knife,https://www.ebay.com/itm/Shrade-Timer-X-knife-John-Mccain-knife-/175317611415,https://i.ebayimg.com/thumbs/images/g/X6sAAOSwqldinklH/s-l140.jpg,"Milford,OH,USA",451**,,true,false,25.0,,,,Auction
175317609214,Shrade Timer X knife Barrack Obama knife,https://www.ebay.com/itm/Shrade-Timer-X-knife-Barrack-Obama-knife-/175317609214,https://i.ebayimg.com/thumbs/images/g/CaUAAOSwGCZinkbf/s-l140.jpg,"Milford,OH,USA",451**,,true,false,25.0,,,,Auction
125367915462,SOG Salute Mini Folding Pocket Knife Lockback Plain Edge Black G10 Stainless,https://www.ebay.com/itm/SOG-Salute-Mini-Folding-Pocket-Knife-Lockback-Plain-Edge-Black-G10-Stainless-/125367915462,https://i.ebayimg.com/thumbs/images/g/wT4AAOSwaLZigpiE/s-l140.jpg,"Punta Gorda,FL,USA",339**,,true,false,21.0,,,,Auction
125367904414,Schrade Linerlock Black Handle Folding Pocket Knife,https://www.ebay.com/itm/Schrade-Linerlock-Black-Handle-Folding-Pocket-Knife-/125367904414,https://i.ebayimg.com/thumbs/images/g/EYEAAOSwMwBieVqN/s-l140.jpg,"Punta Gorda,FL,USA",339**,,true,false,10.0,,,,Auction
265735582056,Schrade Scrimshaw The Trapper Knife 296y/296SC #4795 in collector box w/ papers,https://www.ebay.com/itm/Schrade-Scrimshaw-Trapper-Knife-296y-296SC-4795-collector-box-w-papers-/265735582056,https://i.ebayimg.com/thumbs/images/g/eg0AAOSwUGNip3PL/s-l140.jpg,"Milwaukee,WI,USA",532**,,true,false,75.0,,,,FixedPrice
234588344729,Schrade Sampler Melon Folding Knife Stainless Steel Blade Imitation Handle SS102,https://www.ebay.com/itm/Schrade-Sampler-Melon-Folding-Knife-Stainless-Steel-Blade-Imitation-Handle-SS102-/234588344729,https://i.ebayimg.com/thumbs/images/g/hYsAAOSw3Y1hX6PO/s-l140.jpg,"Aliso Viejo,CA,USA",926**,,true,false,10.0,,,,Auction
175317509306,VINTAGE SCHRADE NY OLD TIMER MIDDLEMAN 3-BLADE 340T POCKET KNIFE - MADE IN USA,https://www.ebay.com/itm/VINTAGE-SCHRADE-NY-OLD-TIMER-MIDDLEMAN-3-BLADE-340T-POCKET-KNIFE-MADE-USA-/175317509306,https://i.ebayimg.com/thumbs/images/g/VWIAAOSwD1Nip3Bw/s-l140.jpg,"Brownsville,TN,USA",380**,,false,true,17.5,,,,AuctionWithBIN
265735528750,Vintage Uncle Henry Schrade 12UH Limited edition 1 Blade Schrade Pocket Knife,https://www.ebay.com/itm/Vintage-Uncle-Henry-Schrade-12UH-Limited-edition-1-Blade-Schrade-Pocket-Knife-/265735528750,https://i.ebayimg.com/thumbs/images/g/iN4AAOSwhohinig8/s-l140.jpg,"Houston,TX,USA",770**,,false,false,24.9,,,,FixedPrice
125367759178,2008 Schrade OLD TIMER 50th Anniversary SC4 JUMBO Display TRAPPER KNIFE,https://www.ebay.com/itm/2008-Schrade-OLD-TIMER-50th-Anniversary-SC4-JUMBO-Display-TRAPPER-KNIFE-/125367759178,https://i.ebayimg.com/thumbs/images/g/~LMAAOSwyyJip2Dv/s-l140.jpg,"Asheboro,NC,USA",272**,,false,false,79.95,,,,FixedPrice
265735480082,Schrade 44OT Sawcut Delrin Old Timer 4 Blade Stockman Pocket Knife,https://www.ebay.com/itm/Schrade-44OT-Sawcut-Delrin-Old-Timer-4-Blade-Stockman-Pocket-Knife-/265735480082,https://i.ebayimg.com/thumbs/images/g/h8sAAOSwoyBihqhF/s-l140.jpg,"London,KY,USA",407**,,true,false,14.99,,,,Auction
403715469606,Schrade SS825 Stainless Pocket Knife 3blade ETCHED BLADE STAINLESS,https://www.ebay.com/itm/Schrade-SS825-Stainless-Pocket-Knife-3blade-ETCHED-BLADE-STAINLESS-/403715469606,https://i.ebayimg.com/thumbs/images/g/ilUAAOSwEbRibw0N/s-l140.jpg,"Redding,CA,USA",960**,,true,false,15.0,,,,Auction
125367725769,Schrade 224 Liner Lock Folding Knife 2.77'' Drop Point Titanium Coated Blade,https://www.ebay.com/itm/Schrade-224-Liner-Lock-Folding-Knife-2-77-Drop-Point-Titanium-Coated-Blade-/125367725769,https://i.ebayimg.com/thumbs/images/g/hD8AAOSw6oJieTTe/s-l140.jpg,"Punta Gorda,FL,USA",339**,,true,false,20.0,,,,Auction
185463369651,1981 SCHRADE USA Uncle Henry Bear Paw Knife LB7 - VINTAGE 4-Pin Lockback Sheath,https://www.ebay.com/itm/1981-SCHRADE-USA-Uncle-Henry-Bear-Paw-Knife-LB7-VINTAGE-4-Pin-Lockback-Sheath-/185463369651,https://i.ebayimg.com/thumbs/images/g/gy0AAOSw~PJh~KaH/s-l140.jpg,"Colorado Springs,CO,USA",809**,,false,false,65.6,,,,FixedPrice
394113213097,SOG Trident Assisted Open Knife Plain Edge Tanto Blade Arc Lock,https://www.ebay.com/itm/SOG-Trident-Assisted-Open-Knife-Plain-Edge-Tanto-Blade-Arc-Lock-/394113213097,https://i.ebayimg.com/thumbs/images/g/n7cAAOSw1P9imqZ4/s-l140.jpg,"Eustis,FL,USA",327**,,false,false,30.0,,,,FixedPrice
394113189867,Schrade Liner Locker Knife SLW2FE Lake & Walker,https://www.ebay.com/itm/Schrade-Liner-Locker-Knife-SLW2FE-Lake-Walker-/394113189867,https://i.ebayimg.com/thumbs/images/g/-TMAAOSwNfJip03I/s-l140.jpg,"Colcord,OK,USA",743**,,false,false,20.0,,,,Auction
295036280948,"Sog Sogwinder 2 II Seki Japan Large Lockback Pocket Folding Knife Rubber, UNUSED",https://www.ebay.com/itm/Sog-Sogwinder-2-II-Seki-Japan-Large-Lockback-Pocket-Folding-Knife-Rubber-UNUSED-/295036280948,https://i.ebayimg.com/thumbs/images/g/WCYAAOSwKz5ip0b3/s-l140.jpg,"Ray,MI,USA",480**,,true,false,345.0,,,,Auction
234588178378,US SCHRADE 505SC VINTAGE  POCKET DUCKS KNIFE USED,https://www.ebay.com/itm/US-SCHRADE-505SC-VINTAGE-POCKET-DUCKS-KNIFE-USED-/234588178378,https://i.ebayimg.com/thumbs/images/g/fLcAAOSwJQliH8YA/s-l140.jpg,"Cary,NC,USA",275**,,true,false,25.0,,,,Auction
255580652267,SOG Salute MIni Lockback G - 10 FF1101 - CP Pocket Knife,https://www.ebay.com/itm/SOG-Salute-MIni-Lockback-G-10-FF1101-CP-Pocket-Knife-/255580652267,https://i.ebayimg.com/thumbs/images/g/pPsAAOSwKXViJ2qf/s-l140.jpg,"Alpena,MI,USA",497**,,false,true,20.0,,,CashOnPickup,AuctionWithBIN
195133346683,Sog Flash AT Serrated Button Lock Folding Knife,https://www.ebay.com/itm/Sog-Flash-Serrated-Button-Lock-Folding-Knife-/195133346683,https://i.ebayimg.com/thumbs/images/g/cMQAAOSwHRtiI8Gr/s-l140.jpg,"Rumford,ME,USA",042**,,false,false,59.99,,,,Auction
374127955756,"SCHRADE 1105625, Uncle Henry Pocket Knife, 3 Blade Stockman, US Made, EXCELLENT",https://www.ebay.com/itm/SCHRADE-1105625-Uncle-Henry-Pocket-Knife-3-Blade-Stockman-US-Made-EXCELLENT-/374127955756,https://i.ebayimg.com/thumbs/images/g/qvQAAOSwTMNhGogl/s-l140.jpg,"Fredonia,NY,USA",140**,,true,false,40.0,,,,FixedPrice
