Image,url,title,Field4,price,shipping,Data_field
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/s0IAAOSw~p5jNcg7/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/275480350169?nordt=true&orig_cvip=true&rt=nc,61749L CASE XX  1997 MINI  COPPERLOCK KNIFE,"Sep 29, 2022",$72.99,$7.95,275480350169
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/1XsAAOSw~tVi-mhH/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/314108980437?nordt=true&orig_cvip=true&rt=nc,Case XX Rough Black Synthetic Jig Muskrat SS 2 Blade Pocket Knife 18232,"Sep 29, 2022",$25.49,$5.10,314108980437
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/6soAAOSw2dBjNQs6/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/314166719234?nordt=true&orig_cvip=true&rt=nc,Casexx 61749L SS Copperhead Pocket Knife~Brown Bone Grips,"Sep 29, 2022",$24.75,$5.25,314166719234
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GDQAAOSwJ55jLujB/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/374271781852?nordt=true&orig_cvip=true&rt=nc,#295 Red Jigged Bone 1970 Case XX 6208 Half-Whittler 2-Bladed Knife USA,"Sep 29, 2022",$61.22,$0.00,374271781852
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/cQkAAOSwGnhjMHGz/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/234708252463?nordt=true&orig_cvip=true&rt=nc,"Case XX pocket knife , Black Micarta 10318","Sep 29, 2022",$25.00,$9.45,234708252463
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/byUAAOSwk6pjM08S/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/144739798369?nordt=true&orig_cvip=true&rt=nc,Case XX Backpocket Knife Barbed Wire Jigged Antique Bone 2007 6220 Hat Emblem,"Sep 29, 2022",$115.00,$5.25,144739798369
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/c7QAAOSw2Ati8a6-/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/295146166553?nordt=true&orig_cvip=true&rt=nc,Case XX Baby Doctors Pocket Knife 6282,"Sep 29, 2022",$95.00,$3.99,295146166553
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vjEAAOSwkcFhJss-/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/265892539004?nordt=true&orig_cvip=true&rt=nc,CASE XX KNIFE BROOKS SHAW & SON OLD COUNTRY STORE 20TH ANNIVERSARY 1 OF 100,"Sep 28, 2022",$67.00,$0.00,265892539004
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/aT4AAOSwpj1icx~I/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/265892539006?nordt=true&orig_cvip=true&rt=nc,CASE XX 1991 USA 52109X SS 2 BLADE POCKET KNIFE BONE OR STAG HANDLE UNUSED Q17,"Sep 28, 2022",$49.50,$0.00,265892539006
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/AI0AAOSw8eVi9pIk/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/403893535541?nordt=true&orig_cvip=true&rt=nc,"Case XX Navy Blue Smooth Synthetic Mini Trapper 3 ½"" Pocket Knife 4207 SS 23613","Sep 28, 2022",$25.00,$5.50,403893535541
