Image,url,title,Field4,price,shipping,Data_field
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/A2cAAOSw1iZjLhYa/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/394256312495?nordt=true&orig_cvip=true&rt=nc,SOG Flash II Assisted Open Knife Combo Edge Blade Arc Lock ,"Sep 29, 2022",$50.00,$0.00,394256312495
https://i.ebayimg.com/00/s/NzIxWDE1OTk=/z/8REAAOSweBVinGSJ/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/394257581298?nordt=true&orig_cvip=true&rt=nc,SOG KeyTron Keychain Knife,"Sep 29, 2022",$14.99,$4.95,394257581298
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/jJUAAOSw7c5jDrVL/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/255702535092?nordt=true&orig_cvip=true&rt=nc,SOG Escape Tactical Folding Knife FF25-CP- 3.4 Inch Serrated Edge Blade!,"Sep 29, 2022",$31.56,$0.00,255702535092
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/RYEAAOSw8DFjLK2P/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/115536392898?nordt=true&orig_cvip=true&rt=nc,SOG Facet - EXCELLENT Condition (Discontinued Knife),"Sep 29, 2022",$175.50,$14.99,115536392898
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Q4oAAOSwUF5iR7CU/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/394012986421?nordt=true&orig_cvip=true&rt=nc,SOG Keytron Yellow Key Chain & Folding Pocket Knife With Bottle Opener,"Sep 29, 2022",$31.00,$0.00,394012986421
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1ZIAAOSwMOljLuzg/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/134248107020?nordt=true&orig_cvip=true&rt=nc,#299 Gray Aluminum Handled SOG Twitch II Lockback Knife ,"Sep 29, 2022",$14.00,$0.00,134248107020
https://i.ebayimg.com/00/s/MTA2OFgxMzYy/z/dkwAAOSwHepifCpZ/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325192138965?nordt=true&orig_cvip=true&rt=nc,SOG Escape FL Pocket Knife Stainless Plain Edge Blade Stainless Steel Handle,"Sep 29, 2022",$21.50,$3.99,325192138965
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/4AIAAOSw-JRiwhFw/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/384986337052?nordt=true&orig_cvip=true&rt=nc,sog micron pocket knife lot,"Sep 29, 2022",$12.00,$7.00,384986337052
https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/lUsAAOSwJFVjLmn7/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325354993619?nordt=true&orig_cvip=true&rt=nc,SOG Flash II KNIFE,"Sep 28, 2022",$29.99,$4.95,325354993619
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/du0AAOSwx89jK9Oa/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/394253691966?nordt=true&orig_cvip=true&rt=nc,SOG Micro Dot Knife Lockback Plain Edge Blade Seki Japan,"Sep 28, 2022",$36.00,$0.00,394253691966
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/r-oAAOSw07BjM5MY/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/265907077688?nordt=true&orig_cvip=true&rt=nc,K Hansotia Fixed Blade Knife with Lot Of Sog Fixed Blade Tacticals.,"Sep 28, 2022",$40.00,$20.00,265907077688
https://i.ebayimg.com/00/s/NzU3WDE2MDA=/z/XBYAAOSwmmxjLffb/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284977563973?nordt=true&orig_cvip=true&rt=nc,"SOG Flash II Folding Knife Assisted 3.5"" Black Serrate Blade, Zytel Handles #P49","Sep 28, 2022",$26.77,$8.00,284977563973
https://i.ebayimg.com/00/s/NzU3WDE2MDA=/z/qjYAAOSwxtxjLfdG/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/284977560977?nordt=true&orig_cvip=true&rt=nc,"SOG Salute Folding Knife 3.625"" Black Plain Blade, G10 Handles #P48","Sep 28, 2022",$10.50,$6.00,284977560977
https://i.ebayimg.com/00/s/MTIwNFgxNjAw/z/p-oAAOSwoXZjK1NP/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/304636149727?nordt=true&orig_cvip=true&rt=nc,SOG S36 - AUTOCLIP Pat. Pend Knife,"Sep 28, 2022",$30.00,$8.00,304636149727
https://i.ebayimg.com/00/s/MTIwNFgxNjAw/z/whIAAOSwu-tjK1Ea/$_57.JPG?set_id=8800005007,https://www.ebay.com/itm/304636137508?nordt=true&orig_cvip=true&rt=nc,SOG PE II Pat. Pend. Seki-Japan Knife Unused Condition!,"Sep 28, 2022",$120.50,$8.00,304636137508
https://i.ebayimg.com/00/s/MTEwN1gxMzc1/z/UTgAAOSwxspiz6yt/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325270916794?nordt=true&orig_cvip=true&rt=nc,"SOG Flash II Pocket Knife w/ Glass Breaker, Plain Edge, Assisted, Piston Lock","Sep 28, 2022",$74.99,$6.25,325270916794
https://i.ebayimg.com/00/s/OTI1WDExMDk=/z/6hUAAOSwYdli2KHG/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325283689412?nordt=true&orig_cvip=true&rt=nc,SOG Flash I Pocket Knife Small Mini - Assisted Open Folding Plain Blade *Nice,"Sep 28, 2022",$99.99,$4.99,325283689412
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mS0AAOSwfatjHLkW/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/385121342287?nordt=true&orig_cvip=true&rt=nc,SOG Fielder Pocket Knife Plain Edge Blade Liner Lock NICE! ��0031,"Sep 28, 2022",$12.00,$2.99,385121342287
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/d9UAAOSw8Bphw6ag/$_1.JPG?set_id=880000500F,https://www.ebay.com/itm/403371182844?nordt=true&orig_cvip=true&rt=nc,Vintage SOG M33 Seki Japan Mini Gentleman Stainless Steel Folding Pocket Knife,"Sep 28, 2022",$38.52,$30.17,403371182844
https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/C~kAAOSwDatjM3Pl/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/403909490274?nordt=true&orig_cvip=true&rt=nc,SOG Specialty Knives Knife W/leather,"Sep 27, 2022",$35.00,$5.50,403909490274
https://i.ebayimg.com/00/s/MTAxMVgxMzMz/z/xAEAAOSw7lBiz63r/$_12.JPG?set_id=880000500F,https://www.ebay.com/itm/325275732053?nordt=true&orig_cvip=true&rt=nc,SOG Trident Pocket Knife Assisted Combination Blade Button Slide Lock Black,"Sep 27, 2022",$40.50,$4.99,325275732053
https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/3-EAAOSw-UhjI1N2/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/385118125235?nordt=true&orig_cvip=true&rt=nc,SOG Traction Pocket Knife Great EDC Knife great shape��1058,"Sep 27, 2022",$11.99,$2.99,385118125235
https://i.ebayimg.com/00/s/MTIwMFgxNTk5/z/fiwAAOSwMHVjK2T5/$_57.JPG?set_id=880000500F,https://www.ebay.com/itm/394253185375?nordt=true&orig_cvip=true&rt=nc,SOG Teminus XR Pocket Knife Carbon Fiber/G10 CTS BDZ1 Plain Edge Blade Cryo,"Sep 27, 2022",$60.00,$0.00,394253185375
