itemId,title,galleryURL,viewItemURL,postalCode,location,country,shippingInfo,sellingStatus,listingInfo,returnsAccepted,condition,price_in_US,schrade_cost
314038526104,Schrade 108OT pocket Knife ... some oxidation issues,https://i.ebayimg.com/thumbs/images/g/hSUAAOSwg9Jiq2i4/s-l140.jpg,https://www.ebay.com/itm/Schrade-108OT-pocket-Knife-some-oxidation-issues-/314038526104,301**,"Temple,GA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'Free', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '8.95'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '8.95'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P0DT0H14M15S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-16T17:32:50.000Z', 'endTime': '2022-06-23T17:32:50.000Z', 'listingType': 'Auction', 'gift': 'false'}",True,Used,8.95,32.95
354119702763,"Vintage Schrade Uncle Henry Fixed Blade Knife, Model 144 Made in USA, w/Sheath",https://i.ebayimg.com/thumbs/images/g/EX4AAOSw6XBisR7k/s-l140.jpg,https://www.ebay.com/itm/Vintage-Schrade-Uncle-Henry-Fixed-Blade-Knife-Model-144-Made-USA-w-Sheath-/354119702763,137**,"Conklin,NY,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'FreePickup', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '29.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '29.99'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P4DT8H12M22S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-21T01:30:57.000Z', 'endTime': '2022-06-28T01:30:57.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '11'}",False,Used,29.99,32.95
255595546720,Used Schrade Pocket Knife,https://i.ebayimg.com/thumbs/images/g/ebkAAOSwUIZis3Ps/s-l140.jpg,https://www.ebay.com/itm/Used-Schrade-Pocket-Knife-/255595546720,770**,"Houston,TX,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '0.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '0.99'}, 'bidCount': '2', 'sellingState': 'Active', 'timeLeft': 'P4DT2H39M4S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T19:57:39.000Z', 'endTime': '2022-06-27T19:57:39.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '1'}",True,Used,0.99,32.95
225039034414,SCHRADE CUTLERY UNCLE HENRY USA STAGALON 127UH LG FOLDING HUNTER KNIFE USED NR,https://i.ebayimg.com/thumbs/images/g/uWMAAOSwOPFisS93/s-l140.jpg,https://www.ebay.com/itm/SCHRADE-CUTLERY-UNCLE-HENRY-USA-STAGALON-127UH-LG-FOLDING-HUNTER-KNIFE-USED-NR-/225039034414,154**,"Uniontown,PA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '5.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '3.25'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '3.25'}, 'bidCount': '3', 'sellingState': 'Active', 'timeLeft': 'P5DT7H47M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T01:06:01.000Z', 'endTime': '2022-06-29T01:06:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '9'}",True,Used,3.25,32.95
275356945926,Vintage Schrade Uncle Henry USA LB 8 ￼lock blade Knife,https://i.ebayimg.com/thumbs/images/g/9wIAAOSwU6FisPC~/s-l140.jpg,https://www.ebay.com/itm/Vintage-Schrade-Uncle-Henry-USA-LB-8-lock-blade-Knife-/275356945926,273**,"Thomasville,NC,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '6.0'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '0.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '0.99'}, 'bidCount': '0', 'sellingState': 'Active', 'timeLeft': 'P4DT4H54M58S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T22:13:33.000Z', 'endTime': '2022-06-27T22:13:33.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '4'}",False,Used,0.99,32.95
255595195105,Schrade USA Old Timer Knife 7OT Large Folding Lockback & Sheath (Good User),https://i.ebayimg.com/thumbs/images/g/QB8AAOSwxehiszIF/s-l140.jpg,https://www.ebay.com/itm/Schrade-USA-Old-Timer-Knife-7OT-Large-Folding-Lockback-Sheath-Good-User-/255595195105,170**,"Carlisle,PA,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'Free', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '45.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '45.0'}, 'sellingState': 'Active', 'timeLeft': 'P28DT22H7M6S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-22T15:25:41.000Z', 'endTime': '2022-07-22T15:25:41.000Z', 'listingType': 'FixedPrice', 'gift': 'false', 'watchCount': '3'}",False,Used,45.0,32.95
195156739195,1982 SCHRADE+ USA BALD EAGLE COMMEMORATIVE Lockback Knife LB5 Leather Sheath USA,https://i.ebayimg.com/thumbs/images/g/cv0AAOSwDfdishTn/s-l140.jpg,https://www.ebay.com/itm/1982-SCHRADE-USA-BALD-EAGLE-COMMEMORATIVE-Lockback-Knife-LB5-Leather-Sheath-USA-/195156739195,418**,"Mayking,KY,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '9.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '19.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '19.99'}, 'bidCount': '0', 'sellingState': 'Active', 'timeLeft': 'P6DT7H29M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-23T00:48:01.000Z', 'endTime': '2022-06-30T00:48:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '4'}",True,Used,19.99,32.95
363872977724,Vintage Schrade Custom Made SCM7 Lockback Knife & Sheath Early 1980's,https://i.ebayimg.com/thumbs/images/g/jUMAAOSwvcRiqK5R/s-l140.jpg,https://www.ebay.com/itm/Vintage-Schrade-Custom-Made-SCM7-Lockback-Knife-Sheath-Early-1980s-/363872977724,028**,"Narragansett,RI,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '0.0'}, 'shippingType': 'Free', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'true', 'oneDayShippingAvailable': 'false', 'handlingTime': '1'}","{'currentPrice': {'@currencyId': 'USD', '#text': '12.5'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '12.5'}, 'bidCount': '7', 'sellingState': 'Active', 'timeLeft': 'P3DT7H12M12S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T00:30:47.000Z', 'endTime': '2022-06-27T00:30:47.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '11'}",False,Used,12.5,32.95
363878687505,VINTAGE SCHRADE USA 5OT GREEN HANDLE BAREHEAD LOCKBACK KNIFE,https://i.ebayimg.com/thumbs/images/g/QLQAAOSwjcxir5Yj/s-l140.jpg,https://www.ebay.com/itm/VINTAGE-SCHRADE-USA-5OT-GREEN-HANDLE-BAREHEAD-LOCKBACK-KNIFE-/363878687505,462**,"Indianapolis,IN,USA",US,"{'shippingServiceCost': {'@currencyId': 'USD', '#text': '4.95'}, 'shippingType': 'Flat', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '2'}","{'currentPrice': {'@currencyId': 'USD', '#text': '9.0'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '9.0'}, 'bidCount': '1', 'sellingState': 'Active', 'timeLeft': 'P3DT8H49M26S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T02:08:01.000Z', 'endTime': '2022-06-27T02:08:01.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '7'}",True,Used,9.0,32.95
363879463360,schrade usa 206 folding pocket jackknife jack knife vintage vtg old,https://i.ebayimg.com/thumbs/images/g/sLAAAOSwjcxisIgc/s-l140.jpg,https://www.ebay.com/itm/schrade-usa-206-folding-pocket-jackknife-jack-knife-vintage-vtg-old-/363879463360,037**,"West Lebanon,NH,USA",US,"{'shippingType': 'Calculated', 'shipToLocations': 'Worldwide', 'expeditedShipping': 'false', 'oneDayShippingAvailable': 'false', 'handlingTime': '3'}","{'currentPrice': {'@currencyId': 'USD', '#text': '15.99'}, 'convertedCurrentPrice': {'@currencyId': 'USD', '#text': '15.99'}, 'bidCount': '0', 'sellingState': 'Active', 'timeLeft': 'P1DT21H33M28S'}","{'bestOfferEnabled': 'false', 'buyItNowAvailable': 'false', 'startTime': '2022-06-20T14:52:03.000Z', 'endTime': '2022-06-25T14:52:03.000Z', 'listingType': 'Auction', 'gift': 'false', 'watchCount': '13'}",False,Used,15.99,32.95
