Image,url,date_sold,price_in_US,shipping_,title,Text
https://i.ebayimg.com/images/g/HXMAAOSwicVjiE3Z/s-l1200.jpg,https://www.ebay.com/itm/204173292837?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$40.00,$0.00,CRKT6722 serrated liner-lock Mirage pocket folding knife free shipping,''CRKT6722 serrated liner-lock Mirage pocket folding knife free shippingCRKT6722 serrated liner-lock Mirage pocket folding knife free shipping
https://i.ebayimg.com/images/g/wjsAAOSwnvNjtfaW/s-l1200.jpg,https://www.ebay.com/itm/304760550402?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$24.99,$4.50,CRKT Li'l Guppie Mini Multi-Tool Model 9075 Knife Clip Adjustable Wrench,''CRKT Li'l Guppie Mini Multi-Tool Model 9075 Knife Clip Adjustable WrenchCRKT Li'l Guppie Mini Multi-Tool Model 9075 Knife Clip Adjustable Wrench
https://i.ebayimg.com/images/g/2tIAAOSwGSZji5aa/s-l1200.jpg,https://www.ebay.com/itm/125690470114?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$28.00,$6.10,CRKT ENDORSER EDC ASSISTED LINER LOCK FOLDING POCKET KNIFE ,''CRKT ENDORSER EDC ASSISTED LINER LOCK FOLDING POCKET KNIFE CRKT ENDORSER EDC ASSISTED LINER LOCK FOLDING POCKET KNIFE 
https://i.ebayimg.com/images/g/fawAAOSwWQtjrj0P/s-l1200.jpg,https://www.ebay.com/itm/295447165452?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$24.99,$0.00,CRKT Carson Design M21-14G Pocket Knife,''CRKT Carson Design M21-14G Pocket KnifeCRKT Carson Design M21-14G Pocket Knife
https://i.ebayimg.com/images/g/3kgAAOSwFJRjmP0n/s-l1200.jpg,https://www.ebay.com/itm/334664860124?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$19.00,$16.65,crkt folts minimalist drop point neck black knife With Sheath,''crkt folts minimalist drop point neck black knife With Sheathcrkt folts minimalist drop point neck black knife With Sheath
https://i.ebayimg.com/images/g/klYAAOSwQs1jr41R/s-l1200.jpg,https://www.ebay.com/itm/165860882271?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$9.99,$4.80,Columbia River Knife and Tool CRKT Ed Halligan PECK Engineered Pocketknife 5520,''Columbia River Knife and Tool CRKT Ed Halligan PECK Engineered Pocketknife 5520Columbia River Knife and Tool CRKT Ed Halligan PECK Engineered Pocketknife 5520
https://i.ebayimg.com/images/g/w6IAAOSw1lhjGBmk/s-l1200.jpg,https://www.ebay.com/itm/314136609917?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$24.99,$0.00,CRKT Gusset Folding Pocket Knife Ken Onion Design K330GGP,''CRKT Gusset Folding Pocket Knife Ken Onion Design K330GGPCRKT Gusset Folding Pocket Knife Ken Onion Design K330GGP
https://i.ebayimg.com/images/g/Bi0AAOSw62hjr1~p/s-l1200.jpg,https://www.ebay.com/itm/255904030456?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$23.55,$7.88,Crkt Knife Lot,''Crkt Knife LotCrkt Knife Lot
https://i.ebayimg.com/images/g/BcEAAOSwCbtjr2cG/s-l1200.jpg,https://www.ebay.com/itm/175555022688?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$24.50,$6.10,crkt M4 02 picket knife,''crkt M4 02 picket knifecrkt M4 02 picket knife
https://i.ebayimg.com/images/g/L6AAAOSwbPlgtE7O/s-l1200.jpg,https://www.ebay.com/itm/325478488760?nordt=true&orig_cvip=true&rt=nc,"Jan 6, 2023",$7.00,$4.49,CRKT M16-12Z Pocket Knife - Columbia River Linerlock Tanto Combo Blade,''CRKT M16-12Z Pocket Knife - Columbia River Linerlock Tanto Combo BladeCRKT M16-12Z Pocket Knife - Columbia River Linerlock Tanto Combo Blade
