Image,url,date_sold,price_in_US,shipping_,title,Text
https://i.ebayimg.com/images/g/Gs0AAOSwZSRjH9gS/s-l1200.jpg,https://www.ebay.com/itm/265882880247?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$59.97,$0.00,"Victorinox Executive Swiss Army Knife, RED! FREE SHIPPING! RETIRED!","''Victorinox Executive Swiss Army Knife, RED! FREE SHIPPING! RETIRED!Victorinox Executive Swiss Army Knife, RED! FREE SHIPPING! RETIRED!"
https://i.ebayimg.com/images/g/7dIAAOSwR2xjuEew/s-l1200.jpg,https://www.ebay.com/itm/144889273242?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$17.25,$0.00,Victorinox Camper Swiss Army Pocket Knife Black,''Victorinox Camper Swiss Army Pocket Knife BlackVictorinox Camper Swiss Army Pocket Knife Black
https://i.ebayimg.com/images/g/jz0AAOSwYSVjuEdK/s-l1200.jpg,https://www.ebay.com/itm/144889271393?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$17.25,$0.00,Victorinox Camper Swiss Army Pocket Knife Red,''Victorinox Camper Swiss Army Pocket Knife RedVictorinox Camper Swiss Army Pocket Knife Red
https://i.ebayimg.com/images/g/gUIAAOSwkjBjuEfQ/s-l1200.jpg,https://www.ebay.com/itm/144889273564?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$17.25,$0.00,Victorinox Camper Swiss Army Pocket Knife Red,''Victorinox Camper Swiss Army Pocket Knife RedVictorinox Camper Swiss Army Pocket Knife Red
https://i.ebayimg.com/images/g/KS8AAOSwIyJjvVcp/s-l1200.png,https://www.ebay.com/itm/304766301317?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$17.00,$0.00,Victorinox--Camper--Swiss Army Knife model 91MM - Red ,''Victorinox--Camper--Swiss Army Knife model 91MM - Red Victorinox--Camper--Swiss Army Knife model 91MM - Red 
https://i.ebayimg.com/images/g/7v0AAOSwQ2BjuE9j/s-l1200.jpg,https://www.ebay.com/itm/144889296697?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$30.00,$0.00,VICTORINOX EXECUTIVE 74MM Red Pocket Knife,''VICTORINOX EXECUTIVE 74MM Red Pocket KnifeVICTORINOX EXECUTIVE 74MM Red Pocket Knife
https://i.ebayimg.com/images/g/YkQAAOSws19jp6E4/s-l1200.jpg,https://www.ebay.com/itm/364089875332?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$19.79,$4.99,Red Victorinox Swiss Army Huntsman Knife - 91MM - SKU 1461,''Red Victorinox Swiss Army Huntsman Knife - 91MM - SKU 1461Red Victorinox Swiss Army Huntsman Knife - 91MM - SKU 1461
https://i.ebayimg.com/images/g/-dgAAOSwFLFjrMlo/s-l1200.jpg,https://www.ebay.com/itm/234838178802?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$29.99,$0.00,Victorinox Swiss Army Multi Tool Card  Knife Scissors File Toothpick Tweezers,''Victorinox Swiss Army Multi Tool Card  Knife Scissors File Toothpick TweezersVictorinox Swiss Army Multi Tool Card  Knife Scissors File Toothpick Tweezers
https://i.ebayimg.com/images/g/vosAAOSwOC1jvPCY/s-l1200.png,https://www.ebay.com/itm/266078192450?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$37.99,$5.50,Victorinox One handed Trekker 111MM Swiss Army Knife,''Victorinox One handed Trekker 111MM Swiss Army KnifeVictorinox One handed Trekker 111MM Swiss Army Knife
https://i.ebayimg.com/images/g/qMkAAOSwXpRjuEgK/s-l1200.jpg,https://www.ebay.com/itm/144889273900?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$10.00,$0.00,Victorinox Climber Swiss Army Knife Red,''Victorinox Climber Swiss Army Knife RedVictorinox Climber Swiss Army Knife Red
https://i.ebayimg.com/images/g/gF8AAOSwP2NjuEhd/s-l1200.jpg,https://www.ebay.com/itm/144889274545?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$10.00,$0.00,Victorinox Climber Swiss Army Knife Red,''Victorinox Climber Swiss Army Knife RedVictorinox Climber Swiss Army Knife Red
https://i.ebayimg.com/images/g/n84AAOSw2lBjuEh2/s-l1200.jpg,https://www.ebay.com/itm/144889274905?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$10.00,$0.00,Victorinox Climber Swiss Army Knife Red,''Victorinox Climber Swiss Army Knife RedVictorinox Climber Swiss Army Knife Red
https://i.ebayimg.com/images/g/l~MAAOSwIiljvFZT/s-l1200.jpg,https://www.ebay.com/itm/144893562517?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$40.00,$0.00,Victorinox Champion Swiss Army Pocket Knife Red,''Victorinox Champion Swiss Army Pocket Knife RedVictorinox Champion Swiss Army Pocket Knife Red
https://i.ebayimg.com/images/g/E2sAAOSwHGxjpHte/s-l1200.jpg,https://www.ebay.com/itm/266052845714?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$30.00,$5.60,Victorinox Alox Swiss Army Knife with Money Clip Red Unused EUC ,''Victorinox Alox Swiss Army Knife with Money Clip Red Unused EUC Victorinox Alox Swiss Army Knife with Money Clip Red Unused EUC 
https://i.ebayimg.com/images/g/8cMAAOSwuAtjnvb~/s-l1200.jpg,https://www.ebay.com/itm/165614958701?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$5.52,$3.02,Victorinox Classic SD Mini Swiss Army Pocket Knife Assrtd Colors Pre-Owned 58mm,''Victorinox Classic SD Mini Swiss Army Pocket Knife Assrtd Colors Pre-Owned 58mmVictorinox Classic SD Mini Swiss Army Pocket Knife Assrtd Colors Pre-Owned 58mm
https://i.ebayimg.com/images/g/cEQAAOSwha5js6AL/s-l1200.jpg,https://www.ebay.com/itm/266034813713?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$10.33,$0.00,Victorinox Classic SD Mini Swiss Army Knife Various Colors - Free Shipping,''Victorinox Classic SD Mini Swiss Army Knife Various Colors - Free ShippingVictorinox Classic SD Mini Swiss Army Knife Various Colors - Free Shipping
https://i.ebayimg.com/images/g/xTIAAOSwrsxjta3L/s-l1200.jpg,https://www.ebay.com/itm/225331755957?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$2.99,$4.95,Victorinox Signature Swiss Army Knife Green Translucent *Missing Pen*,''Victorinox Signature Swiss Army Knife Green Translucent *Missing Pen*Victorinox Signature Swiss Army Knife Green Translucent *Missing Pen*
https://i.ebayimg.com/images/g/ObIAAOSwNEFjtatr/s-l1200.jpg,https://www.ebay.com/itm/325487056961?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$27.00,$5.50,Victorinox Forester Swiss Army Knife 111mm Red Slide Lock 0.8363 Rare,''Victorinox Forester Swiss Army Knife 111mm Red Slide Lock 0.8363 RareVictorinox Forester Swiss Army Knife 111mm Red Slide Lock 0.8363 Rare
https://i.ebayimg.com/images/g/mr4AAOSwAPhjuBid/s-l1200.jpg,https://www.ebay.com/itm/374445130372?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$14.00,$0.00,#708 Red Victorinox Swiss Army Super Tinker Knife,''#708 Red Victorinox Swiss Army Super Tinker Knife#708 Red Victorinox Swiss Army Super Tinker Knife
https://i.ebayimg.com/images/g/MWEAAOSwLlpjuBmK/s-l1200.jpg,https://www.ebay.com/itm/374445136624?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$19.25,$0.00,#710 WESTPORT Black Victorinox Swiss Army Floral Gardeners Knife,''#710 WESTPORT Black Victorinox Swiss Army Floral Gardeners Knife#710 WESTPORT Black Victorinox Swiss Army Floral Gardeners Knife
https://i.ebayimg.com/images/g/ocgAAOSwzyhjuBZY/s-l1200.jpg,https://www.ebay.com/itm/134401592005?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$13.50,$0.00,#704 Black Victorinox Swiss Army Spartan Knife,''#704 Black Victorinox Swiss Army Spartan Knife#704 Black Victorinox Swiss Army Spartan Knife
https://i.ebayimg.com/images/g/PIAAAOSwRfhjswiw/s-l1200.jpg,https://www.ebay.com/itm/155339206431?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$85.00,$6.85,Victorinox Climber StayGlow Swiss Army Knife Multi Tool 91mm glow in dark scales,''Victorinox Climber StayGlow Swiss Army Knife Multi Tool 91mm glow in dark scalesVictorinox Climber StayGlow Swiss Army Knife Multi Tool 91mm glow in dark scales
https://i.ebayimg.com/images/g/iUkAAOSwZ59iJAk-/s-l1200.jpg,https://www.ebay.com/itm/134045092610?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$7.00,$5.30,Victorinox Classic SD Mini Swiss Army Pocket Knife Red 2.25 inches length,''Victorinox Classic SD Mini Swiss Army Pocket Knife Red 2.25 inches lengthVictorinox Classic SD Mini Swiss Army Pocket Knife Red 2.25 inches length
https://i.ebayimg.com/images/g/6MMAAOSwmrpjtZqa/s-l1200.jpg,https://www.ebay.com/itm/225331660763?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$26.00,$5.50,Victorinox PIONEER Silver Alox Swiss Army Knife - Made In Switzerland,''Victorinox PIONEER Silver Alox Swiss Army Knife - Made In SwitzerlandVictorinox PIONEER Silver Alox Swiss Army Knife - Made In Switzerland
https://i.ebayimg.com/images/g/LOUAAOSwi2pjvYq9/s-l1200.jpg,https://www.ebay.com/itm/314315732268?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$8.50,$0.00,Victorinox ROVER Swiss Army Knife RED SCALES 58mm 6 tools,''Victorinox ROVER Swiss Army Knife RED SCALES 58mm 6 toolsVictorinox ROVER Swiss Army Knife RED SCALES 58mm 6 tools
https://i.ebayimg.com/images/g/xO8AAOSwWHpjuhgt/s-l1200.jpg,https://www.ebay.com/itm/374447926820?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$39.99,$6.00,Lot of 10 MULTICOLORED LOGO Victorinox  CLASSIC SD Swiss Army Knife Collectible,''Lot of 10 MULTICOLORED LOGO Victorinox  CLASSIC SD Swiss Army Knife CollectibleLot of 10 MULTICOLORED LOGO Victorinox  CLASSIC SD Swiss Army Knife Collectible
https://i.ebayimg.com/images/g/ElYAAOSwymhgKUi3/s-l1200.jpg,https://www.ebay.com/itm/373460317089?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$90.00,$12.60,EBEL VICTORINOX ALOX CASEBACK KNIFE WATCH KNIFE WATCHMAKER RARE,''EBEL VICTORINOX ALOX CASEBACK KNIFE WATCH KNIFE WATCHMAKER RAREEBEL VICTORINOX ALOX CASEBACK KNIFE WATCH KNIFE WATCHMAKER RARE
https://i.ebayimg.com/images/g/ZZYAAOSwKJ5itkgl/s-l1200.jpg,https://www.ebay.com/itm/195357953041?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$17.00,$5.30,Victorinox Classic SD Swiss Army Pocket Knife Leopard Fashion Print!,''Victorinox Classic SD Swiss Army Pocket Knife Leopard Fashion Print!Victorinox Classic SD Swiss Army Pocket Knife Leopard Fashion Print!
https://i.ebayimg.com/images/g/lwcAAOSwdspjdY72/s-l1200.jpg,https://www.ebay.com/itm/295452355961?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$27.99,$0.00,Victorinox Executive Swiss Army knife Red ,''Victorinox Executive Swiss Army knife Red Victorinox Executive Swiss Army knife Red 
https://i.ebayimg.com/images/g/33oAAOSwS-ljtLqo/s-l1200.jpg,https://www.ebay.com/itm/385330956921?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$5.50,$6.00,Red Matte Victorinox Tinker Swiss Army Knife,''Red Matte Victorinox Tinker Swiss Army KnifeRed Matte Victorinox Tinker Swiss Army Knife
https://i.ebayimg.com/images/g/QTsAAOSwOyBjuErw/s-l1200.jpg,https://www.ebay.com/itm/144889281064?nordt=true&orig_cvip=true&rt=nc,"Jan 11, 2023",$10.00,$0.00,Victorinox Tinker Swiss Army Pocket Knife Red,''Victorinox Tinker Swiss Army Pocket Knife RedVictorinox Tinker Swiss Army Pocket Knife Red
